[TAILING] Tailing last 1000 lines for [all] processes (change the value with --lines option)
/root/.pm2/pm2.log last 1000 lines:
PM2        | 2017-05-16 19:02:33: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:08: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:08: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:08: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:03:08: Stopping app:weapp id:0
PM2        | 2017-05-16 19:03:08: Proc is not defined anymore or is being killed
PM2        | 2017-05-16 19:03:08: App [weapp] with id [0] and pid [29656], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:03:08: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:08: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:09: App [weapp] with id [0] and pid [29666], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:09: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:09: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:10: App [weapp] with id [0] and pid [29687], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:10: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:10: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:10: App [weapp] with id [0] and pid [29708], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:10: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:10: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:11: App [weapp] with id [0] and pid [29728], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:11: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:11: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:11: App [weapp] with id [0] and pid [29748], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:11: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:11: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:12: App [weapp] with id [0] and pid [29768], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:12: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:12: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:12: App [weapp] with id [0] and pid [29788], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:12: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:12: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:13: App [weapp] with id [0] and pid [29808], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:13: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:13: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:14: App [weapp] with id [0] and pid [29828], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:14: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:14: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:14: App [weapp] with id [0] and pid [29848], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:14: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:14: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:15: App [weapp] with id [0] and pid [29868], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:15: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:15: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:15: App [weapp] with id [0] and pid [29888], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:15: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:15: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:16: App [weapp] with id [0] and pid [29908], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:16: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:16: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:17: App [weapp] with id [0] and pid [29928], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:17: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:17: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:17: App [weapp] with id [0] and pid [29948], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:17: Script /data/release/node-weapp-demo/app.js had too many unstable restarts (16). Stopped. "errored"
PM2        | 2017-05-16 19:03:21: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:03:21: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:21: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:21: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:03:21: Stopping app:weapp id:0
PM2        | 2017-05-16 19:03:21: App [weapp] with id [0] and pid [29968], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:03:21: Proc is not defined anymore or is being killed
PM2        | 2017-05-16 19:03:21: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:21: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:22: App [weapp] with id [0] and pid [29984], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:22: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:22: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:23: App [weapp] with id [0] and pid [30004], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:23: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:23: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:23: App [weapp] with id [0] and pid [30024], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:23: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:23: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:24: App [weapp] with id [0] and pid [30044], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:24: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:24: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:24: App [weapp] with id [0] and pid [30064], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:24: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:24: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:25: App [weapp] with id [0] and pid [30084], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:25: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:25: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:26: App [weapp] with id [0] and pid [30104], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:26: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:26: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:26: App [weapp] with id [0] and pid [30124], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:26: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:26: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:27: App [weapp] with id [0] and pid [30144], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:27: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:27: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:27: App [weapp] with id [0] and pid [30164], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:27: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:27: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:28: App [weapp] with id [0] and pid [30184], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:28: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:28: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:29: App [weapp] with id [0] and pid [30204], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:29: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:29: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:29: App [weapp] with id [0] and pid [30224], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:29: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:29: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:30: App [weapp] with id [0] and pid [30244], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:30: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:03:30: App name:weapp id:0 online
PM2        | 2017-05-16 19:03:30: App [weapp] with id [0] and pid [30271], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:03:30: Script /data/release/node-weapp-demo/app.js had too many unstable restarts (16). Stopped. "errored"
PM2        | 2017-05-16 19:04:09: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:04:09: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:09: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:09: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:04:09: Stopping app:weapp id:0
PM2        | 2017-05-16 19:04:09: Proc is not defined anymore or is being killed
PM2        | 2017-05-16 19:04:09: App [weapp] with id [0] and pid [30348], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:04:09: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:09: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:10: App [weapp] with id [0] and pid [30358], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:10: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:10: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:10: App [weapp] with id [0] and pid [30379], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:10: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:10: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:11: App [weapp] with id [0] and pid [30399], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:11: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:11: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:12: App [weapp] with id [0] and pid [30419], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:12: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:12: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:04:12: Process with pid 30419 already exists
PM2        | 2017-05-16 19:04:12: Trace: [Error: Process with pid 30419 already exists]
PM2        |     at Object.God.logAndGenerateError (/usr/lib/node_modules/pm2/lib/God/Methods.js:51:15)
PM2        |     at /usr/lib/node_modules/pm2/lib/God/ActionMethods.js:459:30
PM2        |     at /usr/lib/node_modules/pm2/node_modules/async/lib/async.js:52:16
PM2        |     at /usr/lib/node_modules/pm2/node_modules/async/lib/async.js:322:29
PM2        |     at /usr/lib/node_modules/pm2/node_modules/async/lib/async.js:44:16
PM2        |     at Object.God.startProcessId (/usr/lib/node_modules/pm2/lib/God/ActionMethods.js:221:14)
PM2        |     at /usr/lib/node_modules/pm2/lib/God/ActionMethods.js:455:20
PM2        |     at /usr/lib/node_modules/pm2/node_modules/async/lib/async.js:181:20
PM2        |     at replenish (/usr/lib/node_modules/pm2/node_modules/async/lib/async.js:319:21)
PM2        |     at /usr/lib/node_modules/pm2/node_modules/async/lib/async.js:330:15
PM2        | 2017-05-16 19:04:12: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:12: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:04:12: Stopping app:weapp id:0
PM2        | 2017-05-16 19:04:12: App [weapp] with id [0] and pid [30439], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:04:12: Proc is not defined anymore or is being killed
PM2        | 2017-05-16 19:04:12: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:12: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:13: App [weapp] with id [0] and pid [30449], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:13: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:13: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:13: App [weapp] with id [0] and pid [30469], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:13: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:13: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:14: App [weapp] with id [0] and pid [30489], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:14: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:14: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:15: App [weapp] with id [0] and pid [30509], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:15: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:15: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:15: App [weapp] with id [0] and pid [30529], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:15: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:15: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:16: App [weapp] with id [0] and pid [30549], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:16: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:16: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:16: App [weapp] with id [0] and pid [30569], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:16: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:16: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:17: App [weapp] with id [0] and pid [30589], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:17: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:17: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:18: App [weapp] with id [0] and pid [30609], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:18: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:18: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:18: App [weapp] with id [0] and pid [30629], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:18: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:18: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:19: App [weapp] with id [0] and pid [30649], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:19: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:19: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:19: App [weapp] with id [0] and pid [30669], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:19: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:19: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:20: App [weapp] with id [0] and pid [30689], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:20: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:20: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:20: App [weapp] with id [0] and pid [30709], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:20: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:20: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:21: App [weapp] with id [0] and pid [30729], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:21: Script /data/release/node-weapp-demo/app.js had too many unstable restarts (16). Stopped. "errored"
PM2        | 2017-05-16 19:04:23: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:04:23: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:23: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:23: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:04:23: Stopping app:weapp id:0
PM2        | 2017-05-16 19:04:23: App [weapp] with id [0] and pid [30749], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:04:23: Proc is not defined anymore or is being killed
PM2        | 2017-05-16 19:04:23: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:23: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:24: App [weapp] with id [0] and pid [30759], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:24: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:24: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:25: App [weapp] with id [0] and pid [30779], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:25: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:25: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:25: App [weapp] with id [0] and pid [30799], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:25: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:25: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:26: App [weapp] with id [0] and pid [30819], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:26: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:26: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:26: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:04:26: Stopping app:weapp id:0
PM2        | 2017-05-16 19:04:26: Process with pid 30839 still not killed, retrying...
PM2        | 2017-05-16 19:04:26: Process with pid 30839 still not killed, retrying...
PM2        | 2017-05-16 19:04:26: Process with pid 30839 still not killed, retrying...
PM2        | 2017-05-16 19:04:26: App [weapp] with id [0] and pid [30839], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:26: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:26: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:27: App [weapp] with id [0] and pid [30859], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:27: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:27: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:28: App [weapp] with id [0] and pid [30879], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:28: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:28: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:28: App [weapp] with id [0] and pid [30899], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:28: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:28: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:29: App [weapp] with id [0] and pid [30919], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:29: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:29: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:29: App [weapp] with id [0] and pid [30939], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:29: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:29: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:30: App [weapp] with id [0] and pid [30959], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:30: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:30: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:30: App [weapp] with id [0] and pid [30986], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:31: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:31: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:31: App [weapp] with id [0] and pid [31008], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:31: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:31: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:32: App [weapp] with id [0] and pid [31028], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:32: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:32: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:32: App [weapp] with id [0] and pid [31048], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:32: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:32: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:33: App [weapp] with id [0] and pid [31068], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:33: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:33: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:33: App [weapp] with id [0] and pid [31088], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:33: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:33: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:34: App [weapp] with id [0] and pid [31108], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:34: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:34: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:34: App [weapp] with id [0] and pid [31128], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:34: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:04:34: App name:weapp id:0 online
PM2        | 2017-05-16 19:04:35: App [weapp] with id [0] and pid [31148], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:04:35: Script /data/release/node-weapp-demo/app.js had too many unstable restarts (16). Stopped. "errored"
PM2        | 2017-05-16 19:07:14: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:07:14: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:07:14: App name:weapp id:0 online
PM2        | 2017-05-16 19:07:14: Change detected on path business/wxPay2.js for app weapp - restarting
PM2        | 2017-05-16 19:07:14: Stopping app:weapp id:0
PM2        | 2017-05-16 19:07:14: Proc is not defined anymore or is being killed
PM2        | 2017-05-16 19:07:14: App [weapp] with id [0] and pid [31341], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:07:14: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:07:14: App name:weapp id:0 online
PM2        | 2017-05-16 19:07:15: App [weapp] with id [0] and pid [31351], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:07:15: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:07:15: App name:weapp id:0 online
PM2        | 2017-05-16 19:07:15: App [weapp] with id [0] and pid [31371], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:07:15: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:07:15: App name:weapp id:0 online
PM2        | 2017-05-16 19:07:16: App [weapp] with id [0] and pid [31391], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:07:16: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:07:16: App name:weapp id:0 online
PM2        | 2017-05-16 19:07:17: App [weapp] with id [0] and pid [31411], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:07:17: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:07:17: App name:weapp id:0 online
PM2        | 2017-05-16 19:07:18: App [weapp] with id [0] and pid [31431], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:07:18: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:07:18: App name:weapp id:0 online
PM2        | 2017-05-16 19:07:19: App [weapp] with id [0] and pid [31451], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:07:19: Starting execution sequence in -fork mode- for app name:weapp id:0
